resultNumber,censusMetropolitanArea,province,forwardSortationAreaCodes,testDurationInDays,averageRadonConcentrationInBqPerM3,averageThoronConcentrationInBqPerM3
1,Calgary CMA,AB,*,90,89,<15
2,Calgary CMA,AB,*,92,18,<15
3,Calgary CMA,AB,*,91,114,<15
4,Calgary CMA,AB,*,91,185,<15
5,Calgary CMA,AB,*,91,71,<15
6,Calgary CMA,AB,*,91,35,<15
7,Calgary CMA,AB,*,93,102,<15
8,Calgary CMA,AB,*,91,322,<15
9,Calgary CMA,AB,*,91,119,18
10,Calgary CMA,AB,T1Y,94,125,<15
11,Calgary CMA,AB,T1Y,92,123,<15
12,Calgary CMA,AB,T1Y,94,114,<15
13,Calgary CMA,AB,T1Y,91,91,<15
14,Calgary CMA,AB,T2A,90,123,20
15,Calgary CMA,AB,T2A,102,31,<15
16,Calgary CMA,AB,T2A,94,158,18
17,Calgary CMA,AB,T2B,106,151,<15
18,Calgary CMA,AB,T2B,94,43,<15
19,Calgary CMA,AB,T2B,91,82,<15
20,Calgary CMA,AB,T2B,114,153,<15
21,Calgary CMA,AB,T2B,91,87,<15
22,Calgary CMA,AB,T2B,91,116,19
23,Calgary CMA,AB,T2C,109,87,<15
24,Calgary CMA,AB,T2C,90,67,<15
25,Calgary CMA,AB,T2C,105,119,<15
26,Calgary CMA,AB,T2E,94,100,<15
27,Calgary CMA,AB,T2E,95,108,<15
28,Calgary CMA,AB,T2E,106,107,<15
29,Calgary CMA,AB,T2E,91,116,19
30,Calgary CMA,AB,T2H,91,101,<15
31,Calgary CMA,AB,T2H,97,137,<15
32,Calgary CMA,AB,T2H,91,206,<15
33,Calgary CMA,AB,T2J,91,40,<15
34,Calgary CMA,AB,T2J,92,245,<15
35,Calgary CMA,AB,T2K,91,89,<15
36,Calgary CMA,AB,T2K,92,129,<15
37,Calgary CMA,AB,T2L,97,98,<15
38,Calgary CMA,AB,T2L,90,53,<15
39,Calgary CMA,AB,T2L,91,161,<15
40,Calgary CMA,AB,T2T,95,56,<15
41,Calgary CMA,AB,T2T,100,61,<15
42,Calgary CMA,AB,T2T,149,78,<15
43,Calgary CMA,AB,T2V,91,97,<15
44,Calgary CMA,AB,T2V,89,200,<15
45,Calgary CMA,AB,T2W,91,322,<15
46,Calgary CMA,AB,T2W,91,344,<15
47,Calgary CMA,AB,T2W,100,168,<15
48,Calgary CMA,AB,T2W,91,152,<15
49,Calgary CMA,AB,T2X,92,154,<15
50,Calgary CMA,AB,T2X,97,98,<15
51,Calgary CMA,AB,T2Z,118,112,<15
52,Calgary CMA,AB,T2Z,98,154,26
53,Calgary CMA,AB,T2Z,93,96,<15
54,Calgary CMA,AB,T2Z,99,109,<15
55,Calgary CMA,AB,T2Z,90,62,<15
56,Calgary CMA,AB,T2Z,91,80,<15
57,Calgary CMA,AB,T3A,119,117,<15
58,Calgary CMA,AB,T3A,91,85,<15
59,Calgary CMA,AB,T3A,97,40,21
60,Calgary CMA,AB,T3A,97,31,<15
61,Calgary CMA,AB,T3A,96,122,<15
62,Calgary CMA,AB,T3A,92,78,<15
63,Calgary CMA,AB,T3B,125,101,<15
64,Calgary CMA,AB,T3B,92,81,<15
65,Calgary CMA,AB,T3C,61,252,24
66,Calgary CMA,AB,T3C,91,211,<15
67,Calgary CMA,AB,T3C,93,34,<15
68,Calgary CMA,AB,T3E,92,155,<15
69,Calgary CMA,AB,T3E,97,129,<15
70,Calgary CMA,AB,T3G,99,95,<15
71,Calgary CMA,AB,T3G,91,393,<15
72,Calgary CMA,AB,T3G,91,77,<15
73,Calgary CMA,AB,T3G,103,144,<15
74,Calgary CMA,AB,T3G,91,67,<15
75,Calgary CMA,AB,T3H,93,158,<15
76,Calgary CMA,AB,T3H,91,209,<15
77,Calgary CMA,AB,T3H,92,183,<15
78,Calgary CMA,AB,T3H,99,841,<15
79,Calgary CMA,AB,T3J,91,229,<15
80,Calgary CMA,AB,T3J,91,22,<15
81,Calgary CMA,AB,T3K,90,64,<15
82,Calgary CMA,AB,T3K,99,97,<15
83,Calgary CMA,AB,T3K,98,132,16
84,Calgary CMA,AB,T3L,98,78,<15
85,Calgary CMA,AB,T3L,91,150,<15
86,Calgary CMA,AB,T3L,91,53,<15
87,Calgary CMA,AB,T3M,111,69,20
88,Calgary CMA,AB,T3M,91,98,<15
89,Calgary CMA,AB,T3M,91,122,<15
90,Calgary CMA,AB,T3M,106,137,<15
91,Calgary CMA,AB,T3M,91,94,<15
92,Calgary CMA,AB,T3P,91,309,<15
93,Calgary CMA,AB,T3P,90,453,<15
94,Calgary CMA,AB,T3P,92,173,<15
95,Calgary CMA,AB,T3R,91,156,<15
96,Calgary CMA,AB,T3R,91,73,<15
97,Calgary CMA,AB,T3Z,70,231,<15
98,Calgary CMA,AB,T3Z,91,187,<15
99,Calgary CMA,AB,T3Z,93,87,<15
100,Edmonton CMA,AB,*,111,144,<15
101,Edmonton CMA,AB,*,74,97,<15
102,Edmonton CMA,AB,*,92,190,<15
103,Edmonton CMA,AB,*,92,139,24
104,Edmonton CMA,AB,*,91,115,<15
105,Edmonton CMA,AB,T5A,97,87,<15
106,Edmonton CMA,AB,T5A,91,65,<15
107,Edmonton CMA,AB,T5A,90,94,<15
108,Edmonton CMA,AB,T5C,91,107,N/A
109,Edmonton CMA,AB,T5C,92,101,<15
110,Edmonton CMA,AB,T5E,91,53,22
111,Edmonton CMA,AB,T5E,97,220,<15
112,Edmonton CMA,AB,T5E,93,131,<15
113,Edmonton CMA,AB,T5E,101,42,<15
114,Edmonton CMA,AB,T5E,94,65,<15
115,Edmonton CMA,AB,T5G,91,114,<15
116,Edmonton CMA,AB,T5G,86,68,<15
117,Edmonton CMA,AB,T5G,107,132,<15
118,Edmonton CMA,AB,T5H,91,139,<15
119,Edmonton CMA,AB,T5H,92,213,<15
120,Edmonton CMA,AB,T5K,93,68,21
121,Edmonton CMA,AB,T5K,93,<15,<15
122,Edmonton CMA,AB,T5L,92,169,16
123,Edmonton CMA,AB,T5L,103,108,<15
124,Edmonton CMA,AB,T5L,91,38,<15
125,Edmonton CMA,AB,T5M,91,21,<15
126,Edmonton CMA,AB,T5M,91,144,<15
127,Edmonton CMA,AB,T5M,98,89,<15
128,Edmonton CMA,AB,T5M,91,121,<15
129,Edmonton CMA,AB,T5N,110,185,<15
130,Edmonton CMA,AB,T5N,91,155,<15
131,Edmonton CMA,AB,T5R,91,70,16
132,Edmonton CMA,AB,T5R,97,74,<15
133,Edmonton CMA,AB,T5R,84,52,<15
134,Edmonton CMA,AB,T5T,88,77,<15
135,Edmonton CMA,AB,T5T,91,36,<15
136,Edmonton CMA,AB,T5T,91,169,17
137,Edmonton CMA,AB,T5T,97,38,<15
138,Edmonton CMA,AB,T5T,98,24,17
139,Edmonton CMA,AB,T5T,103,191,<15
140,Edmonton CMA,AB,T5X,91,124,<15
141,Edmonton CMA,AB,T5X,101,119,<15
142,Edmonton CMA,AB,T5X,92,61,<15
143,Edmonton CMA,AB,T5X,98,53,<15
144,Edmonton CMA,AB,T5X,90,81,<15
145,Edmonton CMA,AB,T5Y,91,77,<15
146,Edmonton CMA,AB,T5Y,118,108,20
147,Edmonton CMA,AB,T5Y,91,26,<15
148,Edmonton CMA,AB,T5Y,132,36,<15
149,Edmonton CMA,AB,T5Y,91,31,<15
150,Edmonton CMA,AB,T5Z,98,56,45
151,Edmonton CMA,AB,T5Z,99,95,<15
152,Edmonton CMA,AB,T6A,91,108,<15
153,Edmonton CMA,AB,T6A,91,197,23
154,Edmonton CMA,AB,T6A,91,115,<15
155,Edmonton CMA,AB,T6B,91,216,<15
156,Edmonton CMA,AB,T6B,99,62,<15
157,Edmonton CMA,AB,T6C,91,263,<15
158,Edmonton CMA,AB,T6C,91,294,18
159,Edmonton CMA,AB,T6C,131,78,<15
160,Edmonton CMA,AB,T6E,87,134,<15
161,Edmonton CMA,AB,T6E,72,121,<15
162,Edmonton CMA,AB,T6E,96,106,20
163,Edmonton CMA,AB,T6E,92,386,20
164,Edmonton CMA,AB,T6H,113,134,<15
165,Edmonton CMA,AB,T6H,91,137,<15
166,Edmonton CMA,AB,T6H,91,155,29
167,Edmonton CMA,AB,T6H,91,94,<15
168,Edmonton CMA,AB,T6J,106,173,<15
169,Edmonton CMA,AB,T6J,92,85,<15
170,Edmonton CMA,AB,T6J,92,57,<15
171,Edmonton CMA,AB,T6J,91,166,<15
172,Edmonton CMA,AB,T6J,91,173,N/A
173,Edmonton CMA,AB,T6K,91,33,<15
174,Edmonton CMA,AB,T6K,97,49,<15
175,Edmonton CMA,AB,T6K,90,311,<15
176,Edmonton CMA,AB,T6L,90,145,<15
177,Edmonton CMA,AB,T6L,104,50,21
178,Edmonton CMA,AB,T6L,94,78,<15
179,Edmonton CMA,AB,T6L,91,151,<15
180,Edmonton CMA,AB,T6L,92,66,32
181,Edmonton CMA,AB,T6M,116,120,<15
182,Edmonton CMA,AB,T6M,91,148,N/A
183,Edmonton CMA,AB,T6P,92,31,<15
184,Edmonton CMA,AB,T6P,91,21,<15
185,Edmonton CMA,AB,T6R,94,108,<15
186,Edmonton CMA,AB,T6R,91,129,36
187,Edmonton CMA,AB,T6R,92,94,<15
188,Edmonton CMA,AB,T6T,91,161,16
189,Edmonton CMA,AB,T6T,92,55,<15
190,Edmonton CMA,AB,T6V,96,133,<15
191,Edmonton CMA,AB,T6V,91,58,<15
192,Edmonton CMA,AB,T6W,91,248,<15
193,Edmonton CMA,AB,T6W,98,158,<15
194,Edmonton CMA,AB,T6X,108,185,<15
195,Edmonton CMA,AB,T6X,121,105,22
196,Edmonton CMA,AB,T6X,92,46,<15
197,Abbotsford CMA,BC,V2S,121,42,<15
198,Abbotsford CMA,BC,V2S,98,51,<15
199,Abbotsford CMA,BC,V2S,91,25,<15
200,Abbotsford CMA,BC,V2S,100,131,<15
201,Abbotsford CMA,BC,V2S,92,90,31
202,Abbotsford CMA,BC,V2S,92,44,<15
203,Abbotsford CMA,BC,V2S,92,24,26
204,Abbotsford CMA,BC,V2S,91,62,<15
205,Abbotsford CMA,BC,V2S,94,90,<15
206,Abbotsford CMA,BC,V2S,92,99,<15
207,Abbotsford CMA,BC,V2S,97,23,<15
208,Abbotsford CMA,BC,V2S,91,89,<15
209,Abbotsford CMA,BC,V2S,92,54,<15
210,Abbotsford CMA,BC,V2S,91,118,<15
211,Abbotsford CMA,BC,V2S,99,29,<15
212,Abbotsford CMA,BC,V2S,70,53,<15
213,Abbotsford CMA,BC,V2S,90,68,15
214,Abbotsford CMA,BC,V2S,97,50,<15
215,Abbotsford CMA,BC,V2S,119,68,<15
216,Abbotsford CMA,BC,V2S,90,41,<15
217,Abbotsford CMA,BC,V2S,96,30,<15
218,Abbotsford CMA,BC,V2S,121,20,<15
219,Abbotsford CMA,BC,V2S,94,24,136
220,Abbotsford CMA,BC,V2S,88,34,<15
221,Abbotsford CMA,BC,V2S,90,61,<15
222,Abbotsford CMA,BC,V2S,90,44,<15
223,Abbotsford CMA,BC,V2S,91,73,<15
224,Abbotsford CMA,BC,V2S,91,59,<15
225,Abbotsford CMA,BC,V2T,96,88,18
226,Abbotsford CMA,BC,V2T,91,53,<15
227,Abbotsford CMA,BC,V2T,91,33,<15
228,Abbotsford CMA,BC,V2T,93,76,<15
229,Abbotsford CMA,BC,V2T,91,92,<15
230,Abbotsford CMA,BC,V2T,91,92,<15
231,Abbotsford CMA,BC,V2T,91,23,<15
232,Abbotsford CMA,BC,V2T,90,31,<15
233,Abbotsford CMA,BC,V2T,91,<15,<15
234,Abbotsford CMA,BC,V2T,91,26,<15
235,Abbotsford CMA,BC,V2T,90,30,<15
236,Abbotsford CMA,BC,V2T,91,31,<15
237,Abbotsford CMA,BC,V2T,91,20,<15
238,Abbotsford CMA,BC,V2T,91,84,<15
239,Abbotsford CMA,BC,V2T,91,<15,22
240,Abbotsford CMA,BC,V2T,90,99,<15
241,Abbotsford CMA,BC,V2T,91,74,<15
242,Abbotsford CMA,BC,V2T,92,28,<15
243,Abbotsford CMA,BC,V2T,93,30,<15
244,Abbotsford CMA,BC,V2T,95,73,<15
245,Abbotsford CMA,BC,V2T,99,46,<15
246,Abbotsford CMA,BC,V2T,92,32,16
247,Abbotsford CMA,BC,V2T,90,33,23
248,Abbotsford CMA,BC,V2T,105,42,48
249,Abbotsford CMA,BC,V2T,105,23,<15
250,Abbotsford CMA,BC,V2T,91,100,<15
251,Abbotsford CMA,BC,V2T,90,112,<15
252,Abbotsford CMA,BC,V2T,100,43,<15
253,Abbotsford CMA,BC,V2T,93,<15,<15
254,Abbotsford CMA,BC,V2T,132,65,<15
255,Abbotsford CMA,BC,V2T,92,44,<15
256,Abbotsford CMA,BC,V3G,89,32,<15
257,Abbotsford CMA,BC,V3G,98,88,<15
258,Abbotsford CMA,BC,V3G,96,465,<15
259,Abbotsford CMA,BC,V3G,93,88,<15
260,Abbotsford CMA,BC,V3G,97,36,<15
261,Abbotsford CMA,BC,V3G,89,25,<15
262,Abbotsford CMA,BC,V3G,91,47,18
263,Abbotsford CMA,BC,V3G,91,111,26
264,Abbotsford CMA,BC,V3G,90,121,N/A
265,Abbotsford CMA,BC,V3G,109,33,<15
266,Abbotsford CMA,BC,V3G,94,38,<15
267,Abbotsford CMA,BC,V3G,92,50,<15
268,Abbotsford CMA,BC,V3G,91,74,<15
269,Abbotsford CMA,BC,V3G,147,126,<15
270,Abbotsford CMA,BC,V3G,92,27,<15
271,Abbotsford CMA,BC,V3G,91,70,<15
272,Abbotsford CMA,BC,V3G,95,26,<15
273,Abbotsford CMA,BC,V3G,92,27,<15
274,Abbotsford CMA,BC,V3G,98,82,<15
275,Abbotsford CMA,BC,V3G,91,87,<15
276,Abbotsford CMA,BC,V3G,99,36,16
277,Abbotsford CMA,BC,V3G,96,49,<15
278,Abbotsford CMA,BC,V4X,91,17,<15
279,Abbotsford CMA,BC,V4X,96,46,<15
280,Abbotsford CMA,BC,V4X,102,55,N/A
281,Abbotsford CMA,BC,V4X,91,46,25
282,Abbotsford CMA,BC,V4X,91,<15,50
283,Abbotsford CMA,BC,V4X,87,48,<15
284,Abbotsford CMA,BC,V4X,90,85,<15
285,Kelowna CMA,BC,V1P,92,83,<15
286,Kelowna CMA,BC,V1P,94,166,<15
287,Kelowna CMA,BC,V1P,107,61,<15
288,Kelowna CMA,BC,V1P,93,177,<15
289,Kelowna CMA,BC,V1P,91,166,<15
290,Kelowna CMA,BC,V1P,95,40,<15
291,Kelowna CMA,BC,V1P,99,52,16
292,Kelowna CMA,BC,V1P,90,295,<15
293,Kelowna CMA,BC,V1P,123,57,<15
294,Kelowna CMA,BC,V1P,96,71,32
295,Kelowna CMA,BC,V1P,91,77,<15
296,Kelowna CMA,BC,V1P,93,43,<15
297,Kelowna CMA,BC,V1P,91,88,<15
298,Kelowna CMA,BC,V1V,99,213,<15
299,Kelowna CMA,BC,V1V,90,145,<15
300,Kelowna CMA,BC,V1V,90,75,21
301,Kelowna CMA,BC,V1V,92,373,<15
302,Kelowna CMA,BC,V1V,107,43,<15
303,Kelowna CMA,BC,V1V,91,82,<15
304,Kelowna CMA,BC,V1V,146,283,20
305,Kelowna CMA,BC,V1V,100,97,<15
306,Kelowna CMA,BC,V1V,90,117,28
307,Kelowna CMA,BC,V1V,91,86,<15
308,Kelowna CMA,BC,V1V,94,175,<15
309,Kelowna CMA,BC,V1V,99,70,<15
310,Kelowna CMA,BC,V1V,91,238,<15
311,Kelowna CMA,BC,V1V,95,66,<15
312,Kelowna CMA,BC,V1V,106,131,<15
313,Kelowna CMA,BC,V1V,95,90,<15
314,Kelowna CMA,BC,V1V,106,87,17
315,Kelowna CMA,BC,V1W,91,83,21
316,Kelowna CMA,BC,V1W,99,221,<15
317,Kelowna CMA,BC,V1W,96,104,<15
318,Kelowna CMA,BC,V1W,96,51,<15
319,Kelowna CMA,BC,V1W,107,88,<15
320,Kelowna CMA,BC,V1W,97,64,<15
321,Kelowna CMA,BC,V1W,98,31,<15
322,Kelowna CMA,BC,V1W,91,84,<15
323,Kelowna CMA,BC,V1W,95,49,<15
324,Kelowna CMA,BC,V1W,94,244,<15
325,Kelowna CMA,BC,V1W,91,161,<15
326,Kelowna CMA,BC,V1W,99,145,<15
327,Kelowna CMA,BC,V1W,89,96,<15
328,Kelowna CMA,BC,V1W,92,113,<15
329,Kelowna CMA,BC,V1W,96,<15,71
330,Kelowna CMA,BC,V1W,91,104,23
331,Kelowna CMA,BC,V1W,91,87,<15
332,Kelowna CMA,BC,V1W,91,174,17
333,Kelowna CMA,BC,V1X,91,62,<15
334,Kelowna CMA,BC,V1X,94,107,<15
335,Kelowna CMA,BC,V1X,105,147,<15
336,Kelowna CMA,BC,V1X,91,<15,232
337,Kelowna CMA,BC,V1X,115,203,<15
338,Kelowna CMA,BC,V1X,91,150,<15
339,Kelowna CMA,BC,V1X,92,78,<15
340,Kelowna CMA,BC,V1X,97,72,<15
341,Kelowna CMA,BC,V1X,97,139,<15
342,Kelowna CMA,BC,V1X,98,149,<15
343,Kelowna CMA,BC,V1X,90,170,<15
344,Kelowna CMA,BC,V1X,99,185,<15
345,Kelowna CMA,BC,V1X,102,151,<15
346,Kelowna CMA,BC,V1X,113,40,<15
347,Kelowna CMA,BC,V1X,91,78,31
348,Kelowna CMA,BC,V1X,91,124,<15
349,Kelowna CMA,BC,V1Y,91,79,30
350,Kelowna CMA,BC,V1Y,98,81,<15
351,Kelowna CMA,BC,V1Y,94,53,<15
352,Kelowna CMA,BC,V1Y,101,46,<15
353,Kelowna CMA,BC,V1Y,91,188,<15
354,Kelowna CMA,BC,V1Y,91,79,<15
355,Kelowna CMA,BC,V1Y,91,52,<15
356,Kelowna CMA,BC,V1Y,90,66,<15
357,Kelowna CMA,BC,V1Y,91,39,19
358,Kelowna CMA,BC,V1Y,115,107,<15
359,Kelowna CMA,BC,V1Y,105,29,34
360,Kelowna CMA,BC,V1Y,91,51,<15
361,Kelowna CMA,BC,V1Y,101,75,<15
362,Kelowna CMA,BC,V1Y,99,84,<15
363,Kelowna CMA,BC,V1Y,92,85,<15
364,Kelowna CMA,BC,V1Y,102,38,27
365,Kelowna CMA,BC,V1Z,100,83,<15
366,Kelowna CMA,BC,V1Z,91,271,32
367,Kelowna CMA,BC,V1Z,91,61,<15
368,Kelowna CMA,BC,V1Z,91,589,27
369,Kelowna CMA,BC,V1Z,91,147,<15
370,Kelowna CMA,BC,V1Z,91,46,<15
371,Kelowna CMA,BC,V1Z,92,42,25
372,Kelowna CMA,BC,V1Z,92,70,<15
373,Kelowna CMA,BC,V1Z,96,139,<15
374,Kelowna CMA,BC,V1Z,113,55,<15
375,Kelowna CMA,BC,V1Z,90,193,<15
376,Kelowna CMA,BC,V4T,97,80,<15
377,Kelowna CMA,BC,V4T,101,496,<15
378,Kelowna CMA,BC,V4T,98,150,<15
379,Kelowna CMA,BC,V4T,93,34,<15
380,Kelowna CMA,BC,V4T,94,54,<15
381,Kelowna CMA,BC,V4T,100,83,<15
382,Kelowna CMA,BC,V4T,91,365,<15
383,Kelowna CMA,BC,V4T,92,152,<15
384,Kelowna CMA,BC,V4T,92,91,<15
385,Kelowna CMA,BC,V4T,94,120,<15
386,Kelowna CMA,BC,V4T,101,211,23
387,Kelowna CMA,BC,V4T,92,256,<15
388,Kelowna CMA,BC,V4T,122,82,<15
389,Kelowna CMA,BC,V4T,91,1174,<15
390,Kelowna CMA,BC,V4T,91,183,<15
391,Kelowna CMA,BC,V4T,95,181,20
392,Kelowna CMA,BC,V4T,91,286,<15
393,Vancouver CMA,BC,*,91,74,<15
394,Vancouver CMA,BC,*,97,15,<15
395,Vancouver CMA,BC,*,96,<15,<15
396,Vancouver CMA,BC,*,97,<15,<15
397,Vancouver CMA,BC,*,105,15,<15
398,Vancouver CMA,BC,*,94,26,<15
399,Vancouver CMA,BC,*,96,<15,N/A
400,Vancouver CMA,BC,*,100,27,<15
401,Vancouver CMA,BC,*,95,41,<15
402,Vancouver CMA,BC,*,96,21,<15
403,Vancouver CMA,BC,*,91,32,<15
404,Vancouver CMA,BC,*,91,210,<15
405,Vancouver CMA,BC,*,91,<15,<15
406,Vancouver CMA,BC,*,91,23,<15
407,Vancouver CMA,BC,*,91,20,<15
408,Vancouver CMA,BC,*,93,46,<15
409,Vancouver CMA,BC,*,95,<15,<15
410,Vancouver CMA,BC,*,92,<15,20
411,Vancouver CMA,BC,*,91,<15,<15
412,Vancouver CMA,BC,*,91,<15,22
413,Vancouver CMA,BC,*,119,23,<15
414,Vancouver CMA,BC,*,94,32,<15
415,Vancouver CMA,BC,*,98,29,<15
416,Vancouver CMA,BC,*,91,32,<15
417,Vancouver CMA,BC,*,91,24,<15
418,Vancouver CMA,BC,*,98,33,16
419,Vancouver CMA,BC,*,91,<15,16
420,Vancouver CMA,BC,*,90,35,<15
421,Vancouver CMA,BC,*,106,<15,<15
422,Vancouver CMA,BC,*,76,23,<15
423,Vancouver CMA,BC,*,89,<15,<15
424,Vancouver CMA,BC,*,111,25,17
425,Vancouver CMA,BC,*,91,<15,<15
426,Vancouver CMA,BC,*,91,17,15
427,Vancouver CMA,BC,*,92,24,<15
428,Vancouver CMA,BC,*,110,35,<15
429,Vancouver CMA,BC,*,91,<15,22
430,Vancouver CMA,BC,*,169,31,<15
431,Vancouver CMA,BC,*,91,22,23
432,Vancouver CMA,BC,*,97,67,<15
433,Vancouver CMA,BC,*,92,39,<15
434,Vancouver CMA,BC,*,92,22,<15
435,Vancouver CMA,BC,*,90,23,<15
436,Vancouver CMA,BC,*,91,29,<15
437,Vancouver CMA,BC,*,92,<15,<15
438,Vancouver CMA,BC,*,105,28,<15
439,Vancouver CMA,BC,*,94,37,<15
440,Vancouver CMA,BC,*,98,<15,<15
441,Vancouver CMA,BC,*,94,<15,<15
442,Vancouver CMA,BC,*,91,73,<15
443,Vancouver CMA,BC,*,90,49,<15
444,Vancouver CMA,BC,*,92,19,<15
445,Vancouver CMA,BC,V2W,91,38,<15
446,Vancouver CMA,BC,V2W,65,29,<15
447,Vancouver CMA,BC,V3A,92,79,<15
448,Vancouver CMA,BC,V3A,99,30,<15
449,Vancouver CMA,BC,V3J,170,<15,<15
450,Vancouver CMA,BC,V3J,91,27,<15
451,Vancouver CMA,BC,V3L,91,21,<15
452,Vancouver CMA,BC,V3L,91,49,<15
453,Vancouver CMA,BC,V3N,90,<15,34
454,Vancouver CMA,BC,V3N,91,<15,<15
455,Vancouver CMA,BC,V3W,124,23,<15
456,Vancouver CMA,BC,V3W,92,27,<15
457,Vancouver CMA,BC,V4A,98,20,<15
458,Vancouver CMA,BC,V4A,91,26,<15
459,Vancouver CMA,BC,V4C,96,20,<15
460,Vancouver CMA,BC,V4C,102,<15,<15
461,Vancouver CMA,BC,V4C,92,<15,<15
462,Vancouver CMA,BC,V4K,92,15,<15
463,Vancouver CMA,BC,V4K,93,<15,<15
464,Vancouver CMA,BC,V4M,92,28,<15
465,Vancouver CMA,BC,V4M,109,25,<15
466,Vancouver CMA,BC,V4R,92,<15,<15
467,Vancouver CMA,BC,V4R,92,35,<15
468,Vancouver CMA,BC,V5A,91,20,<15
469,Vancouver CMA,BC,V5A,89,18,<15
470,Vancouver CMA,BC,V5B,91,<15,<15
471,Vancouver CMA,BC,V5B,91,48,<15
472,Vancouver CMA,BC,V5H,92,18,<15
473,Vancouver CMA,BC,V5H,91,<15,<15
474,Vancouver CMA,BC,V5J,101,67,<15
475,Vancouver CMA,BC,V5J,96,39,<15
476,Vancouver CMA,BC,V6K,123,<15,<15
477,Vancouver CMA,BC,V6K,91,20,<15
478,Vancouver CMA,BC,V6Y,95,26,<15
479,Vancouver CMA,BC,V6Y,92,<15,17
480,Vancouver CMA,BC,V7E,91,24,N/A
481,Vancouver CMA,BC,V7E,93,16,<15
482,Vancouver CMA,BC,V7J,108,<15,<15
483,Vancouver CMA,BC,V7J,93,25,<15
484,Vancouver CMA,BC,V7L,95,<15,18
485,Vancouver CMA,BC,V7L,92,94,<15
486,Vancouver CMA,BC,V7N,96,43,<15
487,Vancouver CMA,BC,V7N,97,23,<15
488,Vancouver CMA,BC,V7V,91,39,20
489,Vancouver CMA,BC,V7V,91,77,<15
490,Victoria CMA,BC,V8N,101,20,<15
491,Victoria CMA,BC,V8N,90,37,<15
492,Victoria CMA,BC,V8N,91,55,15
493,Victoria CMA,BC,V8N,91,46,<15
494,Victoria CMA,BC,V8N,91,26,<15
495,Victoria CMA,BC,V8N,90,55,<15
496,Victoria CMA,BC,V8N,91,33,<15
497,Victoria CMA,BC,V8N,101,29,<15
498,Victoria CMA,BC,V8N,92,31,<15
499,Victoria CMA,BC,V8N,91,51,<15
500,Victoria CMA,BC,V8P,96,39,<15
501,Victoria CMA,BC,V8P,92,<15,<15
502,Victoria CMA,BC,V8P,92,22,<15
503,Victoria CMA,BC,V8P,88,126,<15
504,Victoria CMA,BC,V8P,51,26,44
505,Victoria CMA,BC,V8R,95,45,<15
506,Victoria CMA,BC,V8R,94,22,<15
507,Victoria CMA,BC,V8R,82,19,<15
508,Victoria CMA,BC,V8R,92,20,18
509,Victoria CMA,BC,V8R,91,29,<15
510,Victoria CMA,BC,V8R,92,18,<15
511,Victoria CMA,BC,V8R,91,20,<15
512,Victoria CMA,BC,V8R,102,18,<15
513,Victoria CMA,BC,V8S,97,32,<15
514,Victoria CMA,BC,V8S,112,30,<15
515,Victoria CMA,BC,V8S,94,29,<15
516,Victoria CMA,BC,V8S,92,32,<15
517,Victoria CMA,BC,V8S,92,24,<15
518,Victoria CMA,BC,V8S,123,34,<15
519,Victoria CMA,BC,V8S,222,41,<15
520,Victoria CMA,BC,V8T,97,28,<15
521,Victoria CMA,BC,V8T,90,61,<15
522,Victoria CMA,BC,V8T,91,37,<15
523,Victoria CMA,BC,V8T,91,35,<15
524,Victoria CMA,BC,V8T,90,74,<15
525,Victoria CMA,BC,V8T,93,29,<15
526,Victoria CMA,BC,V8V,91,25,<15
527,Victoria CMA,BC,V8V,91,26,<15
528,Victoria CMA,BC,V8V,90,15,<15
529,Victoria CMA,BC,V8V,108,17,<15
530,Victoria CMA,BC,V8V,95,<15,25
531,Victoria CMA,BC,V8V,91,18,<15
532,Victoria CMA,BC,V8V,92,26,<15
533,Victoria CMA,BC,V8V,96,<15,23
534,Victoria CMA,BC,V8X,100,18,<15
535,Victoria CMA,BC,V8X,91,30,16
536,Victoria CMA,BC,V8X,95,28,<15
537,Victoria CMA,BC,V8X,116,59,<15
538,Victoria CMA,BC,V8X,107,65,<15
539,Victoria CMA,BC,V8X,91,<15,<15
540,Victoria CMA,BC,V8X,107,29,<15
541,Victoria CMA,BC,V8X,91,23,<15
542,Victoria CMA,BC,V8Y,91,28,<15
543,Victoria CMA,BC,V8Y,91,41,<15
544,Victoria CMA,BC,V8Y,92,53,32
545,Victoria CMA,BC,V8Z,97,77,<15
546,Victoria CMA,BC,V8Z,95,30,<15
547,Victoria CMA,BC,V8Z,100,43,<15
548,Victoria CMA,BC,V8Z,93,31,<15
549,Victoria CMA,BC,V8Z,91,24,<15
550,Victoria CMA,BC,V8Z,93,<15,<15
551,Victoria CMA,BC,V8Z,93,47,<15
552,Victoria CMA,BC,V8Z,91,61,<15
553,Victoria CMA,BC,V8Z,98,119,<15
554,Victoria CMA,BC,V9A,90,54,20
555,Victoria CMA,BC,V9A,111,37,<15
556,Victoria CMA,BC,V9A,96,17,<15
557,Victoria CMA,BC,V9A,116,<15,<15
558,Victoria CMA,BC,V9A,91,22,<15
559,Victoria CMA,BC,V9A,98,<15,<15
560,Victoria CMA,BC,V9A,91,66,<15
561,Victoria CMA,BC,V9A,91,<15,<15
562,Victoria CMA,BC,V9A,97,69,<15
563,Victoria CMA,BC,V9B,97,78,<15
564,Victoria CMA,BC,V9B,94,34,<15
