RESPONSEID,RESPID,WEIGHT,STATUS,INTERVIEW_START,INTERVIEW_END,HCMA,HISTORONTO,HISMONTREAL,HISVANCOUVER,L,QINTRO_1,SQA,SQB,SQC,HREGION,SQD,SQE,QN1A,ON1B,QN1B_R1,QN1B_R2,QN1B_R3,QN1B_R4,QN1B_R5,QN1C_1,QN1C_2,QN1C_3,QN1C_4,QN1C_5,QN1C_6,QN1C_7,QN1C_8,QN1C_9,QN1C_10,QN1C_11,QN1C_12,QN1C_13,QN1C_98,QN1C_98_R1,QN1C_98_OTHER,QN2,QN3,QN4,QN5,QN6A,QN7,HSEENAD,QN8,QN8_R1,QN9A,QN9B,QN9B_R1,QN10_1,QN10_2,QN10_3,QN11,QN11_R1,ON11_98_OTHER,QN12,QN12_R1,QN12_98_OTHER,QN13_1,QN13_2,QN13_3,QN13_4,QN13_5,QN13_6,QN13_7,QN13_8,QN13_9,QN13_10,QN13_11,QN14,QN15A,QN15B,QN16_1,QN16_2,QN16_3,QN16_4,QN17,QN17_R1,QN17_R2,QN17_R3,QN17_R4,QN17_R5,QN18_R1,QN18_R2,QN18_R3,QN18_R4,QN18_R5,QN18_R6,QN18_R7,QN18,QN19_1,QN19_2,QN19_3,QN19_4,QN20A,QN20B_R1,QN20B_R2,QN20B_R3,QN20B_R4,QN20B_R5,QN20B,QN21_1,QN21_2,QN21_3,QN21_4,QN21_5,QN21_6,QN21_7,QN21_8,QN21_9,QN21_10,QN22_1,QN22_2,QN22_3,QN22_4,QN22_5,QN22_6,QN22_7,QN22_8,QN22_9,QN22_10,QN23_1,QN23_2,QN24_1,QN24_2,QN24_3,QN24_4,QN24_5,QN24_6,QN24_7,QN24_8,QN25_1,QN25_2,QN26_1,QN26_2,QN26_3,QN26_4,QN26_5,QN26_6,QN26_7,QN26_8,QN27A,QN27B_R1,QN27B_R2,QN27B_R3,QN27B_R4,QN27B_R5,QN27B,QN27C,QN28_1,QN28_2,QN28_3,QN29,QN30,QN31,QN32,QN33,QN34,QN35,DUSseg1,CONTseg2,ACTseg3,DrugUseSegs,PrimaryFirst
33,34,1.013973000000,Complete,19-Mar-2011 15:57:13,19-Mar-2011 16:12:26,#NULL!,No,No,No,English,MacPPC,14,Male,British Columbia,British Columbia (include Yukon),You live with two parents,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,No,No,,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Yes,3,Yes,5,6,6,6,"Not really. I avoid groups I know they use drugs. I am home schooler so I do not go to a school. So this avoid the problem to meet some kind of kids dealing with drugs. I know I can meet them other places but this is less a probability,",None,#NULL!,#NULL!,#NULL!,#NULL!,Amphetamine/speed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Crystal meth and I do not the name of others.,Somewhat likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhatserious,Somewhatserious,Not verylikely,Somewhatlikely,Verylikely,Not verylikely,Not verylikely,Somewhatlikely,Not at alllikely,Not at alllikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not at alllikely,Strongly agree,"No, not in school",A (80% to 100%),Completed university (Bachelor,$1 to $10,No,No,48,63,69,Active,Primary Case
42,43,1.018072000000,Complete,19-Mar-2011 20:00:37,19-Mar-2011 20:21:31,#NULL!,No,No,No,Français,Win32,13,Female,Quebec,Quebec,You live with two parents,No,Yes,"des jeune sont dans un party et offre une touche d'un joint à un autre garçon  et là il repasse dans sa tête ce qui pourrait arriver si il prenait de la drogue et puis après avoir tout vu ce qui se passerait dans sa vie, il revient à la réaliter et dit non",Kid at party/offered drugs/ imagines future,Kids doing drugs/offering it to others,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,No,No,No,No,No,No,Yes,"que c'est pas bon de prendre de la drogue et que toute ta vie peu basculer d'un coup,",Drugs can ruin your life/family/future,No,,#NULL!,No,No,No,No,#NULL!,,"Some level of government, but not clear which one",#NULL!,,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Yes,3,Yes,5,5,5,5,"pinut,cocaïne,mari,",Other,Crack/cocaine,Marijuana/cannabis,#NULL!,#NULL!,All/most drugs,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,toute les drogue,Not very likely,Not very likely,Not very likely,Not at all likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,j'ai refuser,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Somewhatserious,Veryserious,Verylikely,Verylikely,Somewhatlikely,Verylikely,Somewhatlikely,Verylikely,Somewhatlikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not verylikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),Some high school (grades 8 - 11),$11 to $20,No,No,133,133,117,Inactive,Primary Case
47,48,1.018072000000,Complete,19-Mar-2011 20:10:31,19-Mar-2011 20:23:24,#NULL!,No,No,No,Français,Win32,13,Male,Quebec,Quebec,You live with two parents,Yes,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,No,No,,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,No,#NULL!,#NULL!,2,2,1Nothing,3,le pot,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,Ecstasy/MDMA,Cocaine/crack,Amphetamine/speed,#NULL!,#NULL!,#NULL!,#NULL!,estassy cocaine speed,Somewhat likely,Not very likely,Not very likely,Not very likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Somewhatserious,Veryserious,Verylikely,Verylikely,Not verylikely,Verylikely,Verylikely,Verylikely,Somewhatlikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Not verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",C (60% to 69%),Some high school (grades 8 - 11),$1 to $10,No,No,131,131,114,Inactive,Primary Case
49,50,1.018072000000,Complete,19-Mar-2011 20:17:24,19-Mar-2011 20:25:47,#NULL!,No,No,No,Français,Win32,14,Female,Quebec,Quebec,You live with two parents,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Yes,No,No,No,No,No,Yes,ne pas prendre de drogue,Say no to drugs/stay away from drugs,No,,#NULL!,No,No,No,,Other,tel-jeune,Provincial government,#NULL!,,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Yes,1,Yes,6,4,3,5,pot  h  extasy speed jus,Marijuana/cannabis,Heroin,Ecstasy,Amphetamines/speed,#NULL!,Ecstasy/MDMA,Amphetamine/speed,Other,#NULL!,#NULL!,#NULL!,#NULL!,extasy  speed  jus,Not very likely,Somewhat likely,Not very likely,Not at all likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,je lé pas prit,2 - 4 times,Once,Not at all,Not at all,Not at all,Not at all,Not at all,2 - 4 times,Not at all,5 times or more,Not at all dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Not very dangerous to your health,Not veryserious,Somewhatserious,Not verylikely,Somewhatlikely,Not verylikely,Not verylikely,Not verylikely,Somewhatlikely,Verylikely,Not at alllikely,Somewhatserious,Veryserious,Verylikely,Verylikely,Somewhatlikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Verylikely,Yes,Tel-jeune.com,#NULL!,#NULL!,#NULL!,#NULL!,tel-jeune,No,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhat agree,"Yes, in school full-time",A (80% to 100%),Completed university (Bachelor,$11 to $20,No,No,82,94,96,Active,Primary Case
52,53,1.018072000000,Complete,19-Mar-2011 20:31:27,19-Mar-2011 20:36:05,#NULL!,No,No,No,Français,MacIntel,15,Female,Quebec,Quebec,You live with one parent,Yes,Yes,rien,Nothing,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,Yes,No,Yes,No,No,Yes,la drogue peut détruire une personne,Drugs are bad for you/your health,No,,#NULL!,No,No,No,No,#NULL!,,"Some level of government, but not clear which one",#NULL!,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,No,#NULL!,#NULL!,4,4,4,4,tabac pot,Tobacco/nicotine/cigarettes,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,Amphetamine/speed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,crystal meth,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Not veryserious,Not veryserious,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatserious,Somewhatserious,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhat disagree,"Yes, in school part-time",Don,Not sure / Don’t know,$41 to $60,No,No,#NULL!,#NULL!,#NULL!,#NULL!,Primary Case
56,57,1.018072000000,Complete,19-Mar-2011 20:39:26,19-Mar-2011 20:56:56,#NULL!,No,No,No,Français,Win32,15,Female,Quebec,Quebec,You live with two parents,Yes,Yes,les probleme que represente la drogue,Effects of doing drugs,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,No,Yes,No,No,No,Yes,ne commence pas a prendre de la drogue car cela peut te mener loin,Drug's are addictive/dangerous/don't start,No,,#NULL!,Yes,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Yes,3,No,6,5,5,5,pot,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,Heroin,Cocaine/crack,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,eroine cocaine,Very likely,Not at all likely,Not very likely,Not very likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,non merci,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Not very dangerous to your health,Not veryserious,Somewhatserious,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Somewhatlikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),"Completed community college, vocational or trade school (or complete CEGEP)",$11 to $20,No,No,107,111,104,Contemplative,Primary Case
58,59,1.018072000000,Complete,19-Mar-2011 20:42:15,19-Mar-2011 20:56:41,#NULL!,No,No,No,Français,Win32,15,Male,Quebec,Quebec,You live with two parents,Yes,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Yes,No,No,No,No,No,Yes,que la drogue sa détruit,Drugs can ruin your life/family/future,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Yes,3,Yes,5,6,6,6,pot et le h,Marijuana/cannabis,Heroin,#NULL!,#NULL!,#NULL!,Cocaine/crack,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,cocaine,Very likely,Not at all likely,Not at all likely,Not at all likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,j ai refuser,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,2 - 4 times,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Not veryserious,Somewhatserious,Verylikely,Verylikely,Not verylikely,Somewhatlikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Somewhatserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",D (50% to 59%),Completed high school (grades 11 in Quebec or 12 or 13 or OAC),$11 to $20,No,No,120,121,106,Contemplative,Primary Case
64,65,1.018072000000,Complete,19-Mar-2011 21:01:50,19-Mar-2011 22:30:39,#NULL!,No,No,No,Français,Win32,15,Female,Quebec,Quebec,You live with two parents,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,Yes,No,No,No,Yes,prevention,Drug's are addictive/dangerous/don't start,No,,#NULL!,Yes,No,Yes,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Yes,4,Yes,5,6,5,5,pot extassy,Marijuana/cannabis,Ecstasy,#NULL!,#NULL!,#NULL!,Cocaine/crack,Ecstasy/MDMA,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,cocaine ectassy,Very likely,Not very likely,Not at all likely,Not at all likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,dit non,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,2 - 4 times,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Not very dangerous to your health,Somewhatserious,Veryserious,Verylikely,Verylikely,Somewhatlikely,Verylikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Yes,Drugscanada/drugs.ca/drogue.ca,#NULL!,#NULL!,#NULL!,#NULL!,drogue.ca,No,Not at alllikely,Not verylikely,Verylikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),Some high school (grades 8 - 11),$21 to $40,No,No,177,174,157,Inactive,Primary Case
80,81,1.018072000000,Complete,19-Mar-2011 22:19:33,19-Mar-2011 22:30:14,#NULL!,No,No,No,Français,Win32,15,Male,Quebec,Quebec,You live with one parent,No,Yes,des jeunes dans une gang,Teenagers,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,No,No,No,Yes,No,No,Yes,consommé peu nous rendre hors de controle,Drug's are addictive/dangerous/don't start,No,,#NULL!,No,Yes,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,No,#NULL!,#NULL!,5,2,3,5,metanphétamine pot hash,Amphetamines/speed,Marijuana/cannabis,Hashish,#NULL!,#NULL!,Amphetamine/speed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,metenphetamine,Somewhat likely,Not very likely,Not very likely,Not very likely,Yes,Other,#NULL!,#NULL!,#NULL!,#NULL!,pot,Not at all,Not at all,Not at all,Once,Not at all,Not at all,Not at all,Once,Not at all,5 times or more,Not very dangerous to your health,Somewhat dangerous to your health,Not very dangerous to your health,Not very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Not very dangerous to your health,Very dangerous to your health,Not at all dangerous to your health,Not at allserious,Not veryserious,Not verylikely,Not at alllikely,Not verylikely,Not verylikely,Not verylikely,Not at alllikely,Not at alllikely,Not at alllikely,Not veryserious,Somewhatserious,Not verylikely,Not verylikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Not verylikely,Not at alllikely,Not verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not verylikely,Not verylikely,Not at alllikely,Somewhat agree,"Yes, in school full-time",C (60% to 69%),Completed high school (grades 11 in Quebec or 12 or 13 or OAC),$11 to $20,No,No,36,56,71,Active,Primary Case
160,178,1.018072000000,Complete,21-Mar-2011 14:55:11,21-Mar-2011 15:11:45,#NULL!,No,No,No,Français,Win32,14,Female,Quebec,Quebec,You live part time with one parent and part time with another parent,No,Yes,"ca visait plus les parent , ca disait de s'informer sur les drogue et leur noms pour qu'il s soient capable de les reconnaitre et de nous en parler",Parents talking to kids about drugs,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,Yes,No,No,No,No,Yes,la drogue brise des vies,Drugs can ruin your life/family/future,No,,#NULL!,No,No,No,No,#NULL!,,"Some level of government, but not clear which one",#NULL!,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,No,#NULL!,#NULL!,5,4,4,5,"pot , hash , mush , extasy , speed , poudre , ...",Marijuana/cannabis,Hashish,Other,Ecstasy,Amphetamines/speed,All/most drugs,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,toute les drogues sont nefaste,Not very likely,Not very likely,Not very likely,Not very likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,j'ai juste dit que j'en voulait pas,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Not very dangerous to your health,Not veryserious,Somewhatserious,Not verylikely,Not verylikely,Not verylikely,Somewhatlikely,Not verylikely,Not verylikely,Somewhatlikely,Somewhatlikely,Somewhatserious,Veryserious,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not verylikely,Not verylikely,Not verylikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),Completed high school (grades 11 in Quebec or 12 or 13 or OAC),$11 to $20,No,No,75,85,87,Active,Primary Case
173,194,1.018072000000,Complete,21-Mar-2011 15:01:15,21-Mar-2011 15:12:50,#NULL!,No,No,No,Français,Win32,13,Female,Quebec,Quebec,You live with two parents,No,Yes,"un gars donne une cigarette à une fille mais elle en veut pas, elle trouve ça dégeu",Kids doing drugs/offering it to others,Not doing drugs/they are bad/unhealthy,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,No,Yes,No,No,No,Yes,"ne prends pas de drogue, tu peux devenir accro",Drug's are addictive/dangerous/don't start,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Yes,2,No,6,5,4,5,pot hach extacy speed coke mush héro,Marijuana/cannabis,Hashish,Ecstasy,Amphetamines/speed,Crack/cocaine,Cocaine/crack,Amphetamine/speed,Heroin,#NULL!,#NULL!,#NULL!,#NULL!,coke speed héro,Not very likely,Very likely,Very likely,Somewhat likely,Yes,Tried/used it,#NULL!,#NULL!,#NULL!,#NULL!,jen ai pris,2 - 4 times,Not at all,Not at all,Once,Not at all,Not at all,Not at all,Once,Not at all,5 times or more,Not very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Not very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Not very dangerous to your health,Very dangerous to your health,Not at all dangerous to your health,Not at allserious,Not veryserious,Somewhatlikely,Somewhatlikely,Somewhatlikely,Not verylikely,Somewhatlikely,Not verylikely,Somewhatlikely,Not verylikely,Not veryserious,Somewhatserious,Verylikely,Verylikely,Verylikely,Verylikely,Somewhatlikely,Verylikely,Verylikely,Somewhatlikely,Yes,Other,#NULL!,#NULL!,#NULL!,#NULL!,parlonsdrogue wikipedia,No,Verylikely,Verylikely,Not verylikely,Somewhat disagree,"Yes, in school full-time",B (70% to 79%),"Some community college, vocational or trade school (or some CEGEP)",$21 to $40,No,No,72,82,83,Active,Primary Case
204,236,1.018072000000,Complete,21-Mar-2011 15:19:38,21-Mar-2011 15:31:54,#NULL!,No,No,No,Français,Win32,14,Female,Quebec,Quebec,You live with one parent,Yes,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,Yes,Yes,La drogue fait tres mal aux jeunes.,Drugs are bad for you/your health,No,,#NULL!,Yes,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,No,#NULL!,#NULL!,3,2,2,3,Je ne connais pas de drogues,DK/NA,#NULL!,#NULL!,#NULL!,#NULL!,None,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,non,Very likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Veryserious,Verylikely,Verylikely,Not verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Not verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Somewhatlikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),Completed university (Bachelor,$11 to $20,No,Yes,157,152,130,Inactive,Primary Case
