Food Name,Sample Code,Product Description,Food Group,Country of Origin,Intended Use,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,% Recovery,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
"Water, Natural Spring",TDS2013-PP10-DEHA & Phthalates,"PP10 Water, natural spring (Carbonated and non-carbonated)/Eau de source naturelle (gazéifiée et non gazéifiée)",Natural mineral waters and source waters,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-propyl phthalate,Phthalates,,,0.25,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Water, Natural Spring",TDS2013-PP10-DEHA & Phthalates,"PP10 Water, natural spring (Carbonated and non-carbonated)/Eau de source naturelle (gazéifiée et non gazéifiée)",Natural mineral waters and source waters,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-undecyl phthalate,Phthalates,,,7.98,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Water, Natural Spring",TDS2013-PP10-DEHA & Phthalates,"PP10 Water, natural spring (Carbonated and non-carbonated)/Eau de source naturelle (gazéifiée et non gazéifiée)",Natural mineral waters and source waters,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dibenzyl phthalate,Phthalates,,,19.01,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Water, Natural Spring",TDS2013-PP10-DEHA & Phthalates,"PP10 Water, natural spring (Carbonated and non-carbonated)/Eau de source naturelle (gazéifiée et non gazéifiée)",Natural mineral waters and source waters,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dicyclohexyl phthalate,Phthalates,,,1.09,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Water, Natural Spring",TDS2013-PP10-DEHA & Phthalates,"PP10 Water, natural spring (Carbonated and non-carbonated)/Eau de source naturelle (gazéifiée et non gazéifiée)",Natural mineral waters and source waters,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Diethyl phthalate,Phthalates,,,9.84,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Water, Natural Spring",TDS2013-PP10-DEHA & Phthalates,"PP10 Water, natural spring (Carbonated and non-carbonated)/Eau de source naturelle (gazéifiée et non gazéifiée)",Natural mineral waters and source waters,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Diisobutyl phthalate,Phthalates,,,6.22,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Water, Natural Spring",TDS2013-PP10-DEHA & Phthalates,"PP10 Water, natural spring (Carbonated and non-carbonated)/Eau de source naturelle (gazéifiée et non gazéifiée)",Natural mineral waters and source waters,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dimethyl phthalate,Phthalates,,,2.64,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Water, Natural Spring",TDS2013-PP10-DEHA & Phthalates,"PP10 Water, natural spring (Carbonated and non-carbonated)/Eau de source naturelle (gazéifiée et non gazéifiée)",Natural mineral waters and source waters,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,di-(2-ethylhexyl) adipate (DEHA),Phthalates,,,2.26,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Water, Natural Spring",TDS2013-PP10-DEHA & Phthalates,"PP10 Water, natural spring (Carbonated and non-carbonated)/Eau de source naturelle (gazéifiée et non gazéifiée)",Natural mineral waters and source waters,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,di-(2-ethylhexyl) phthalate (DEHP),Phthalates,,,14.02,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Water, Natural Spring",TDS2013-PP10-DEHA & Phthalates,"PP10 Water, natural spring (Carbonated and non-carbonated)/Eau de source naturelle (gazéifiée et non gazéifiée)",Natural mineral waters and source waters,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,n-Butyl benzyl phthalate,Phthalates,,,3.59,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-ethoxyethyl) phthalate,Phthalates,,,9.41,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-methoxyethyl) phthalate,Phthalates,,,25.33,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-n-butoxyethyl) phthalate,Phthalates,,,7.42,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-(4-methyl-2-pentyl) phthalate,Phthalates,,,4.57,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-allyl phthalate,Phthalates,,,7.34,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,=,7.47,ng/g,Di-n-butyl phthalate,Phthalates,,,5.03,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-decyl phthalate,Phthalates,,,1.65,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-hexyl phthalate,Phthalates,,,0.8,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-nonyl phthalate,Phthalates,,,0.46,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-octyl phthalate,Phthalates,,,0.8,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-pentyl phthalate,Phthalates,,,0.42,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-propyl phthalate,Phthalates,,,0.55,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-undecyl phthalate,Phthalates,,,4.83,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dibenzyl phthalate,Phthalates,,,4.58,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dicyclohexyl phthalate,Phthalates,,,0.54,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Diethyl phthalate,Phthalates,,,14.97,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,=,4.32,ng/g,Diisobutyl phthalate,Phthalates,,,1.52,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dimethyl phthalate,Phthalates,,,0.75,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,di-(2-ethylhexyl) adipate (DEHA),Phthalates,,,8.86,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,=,32.4,ng/g,di-(2-ethylhexyl) phthalate (DEHP),Phthalates,,,18.72,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"White Rice (Long, Med, Short Grain)",TDS2013-FF19-DEHA & Phthalates,FF19 Rice/Riz,Rice,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,n-Butyl benzyl phthalate,Phthalates,,,8.73,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Wieners,TDS2013-BB11-DEHA & Phthalates,"BB11 Wieners & sausages (wieners, and fresh sausage)/Saucisses de Francfort et autres (saucisses de Francfort et saucisse fraîches)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-ethoxyethyl) phthalate,Phthalates,,,8.45,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Wieners,TDS2013-BB11-DEHA & Phthalates,"BB11 Wieners & sausages (wieners, and fresh sausage)/Saucisses de Francfort et autres (saucisses de Francfort et saucisse fraîches)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-methoxyethyl) phthalate,Phthalates,,,16.86,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Wieners,TDS2013-BB11-DEHA & Phthalates,"BB11 Wieners & sausages (wieners, and fresh sausage)/Saucisses de Francfort et autres (saucisses de Francfort et saucisse fraîches)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-n-butoxyethyl) phthalate,Phthalates,,,5.66,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Wieners,TDS2013-BB11-DEHA & Phthalates,"BB11 Wieners & sausages (wieners, and fresh sausage)/Saucisses de Francfort et autres (saucisses de Francfort et saucisse fraîches)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-(4-methyl-2-pentyl) phthalate,Phthalates,,,3.75,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Wieners,TDS2013-BB11-DEHA & Phthalates,"BB11 Wieners & sausages (wieners, and fresh sausage)/Saucisses de Francfort et autres (saucisses de Francfort et saucisse fraîches)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-allyl phthalate,Phthalates,,,3.92,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Wieners,TDS2013-BB11-DEHA & Phthalates,"BB11 Wieners & sausages (wieners, and fresh sausage)/Saucisses de Francfort et autres (saucisses de Francfort et saucisse fraîches)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-butyl phthalate,Phthalates,,,6.13,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Wieners,TDS2013-BB11-DEHA & Phthalates,"BB11 Wieners & sausages (wieners, and fresh sausage)/Saucisses de Francfort et autres (saucisses de Francfort et saucisse fraîches)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-decyl phthalate,Phthalates,,,2.24,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Wieners,TDS2013-BB11-DEHA & Phthalates,"BB11 Wieners & sausages (wieners, and fresh sausage)/Saucisses de Francfort et autres (saucisses de Francfort et saucisse fraîches)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-hexyl phthalate,Phthalates,,,1.63,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Wieners,TDS2013-BB11-DEHA & Phthalates,"BB11 Wieners & sausages (wieners, and fresh sausage)/Saucisses de Francfort et autres (saucisses de Francfort et saucisse fraîches)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-nonyl phthalate,Phthalates,,,1.2,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Wieners,TDS2013-BB11-DEHA & Phthalates,"BB11 Wieners & sausages (wieners, and fresh sausage)/Saucisses de Francfort et autres (saucisses de Francfort et saucisse fraîches)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-octyl phthalate,Phthalates,,,1.09,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Wieners,TDS2013-BB11-DEHA & Phthalates,"BB11 Wieners & sausages (wieners, and fresh sausage)/Saucisses de Francfort et autres (saucisses de Francfort et saucisse fraîches)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-pentyl phthalate,Phthalates,,,1.21,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
